"Date_evenement","Zone","Communes_a_envoi_dematerialise_Deces2020","Total_deces_2020","Communes_a_envoi_dematerialise_Deces2019","Total_deces_2019","Communes_a_envoi_dematerialise_Deces2018","Total_deces_2018"
"04/03/2020","Dept_77",100,104,84,95,110,122
"05/03/2020","Dept_77",118,125,109,120,138,151
"06/03/2020","Dept_77",142,149,128,139,165,181
"07/03/2020","Dept_77",163,170,150,162,192,210
"08/03/2020","Dept_77",185,192,161,175,208,231
"09/03/2020","Dept_77",206,213,181,195,233,256
"10/03/2020","Dept_77",227,235,207,224,256,282
"11/03/2020","Dept_77",252,262,233,252,279,309
"12/03/2020","Dept_77",267,278,250,271,299,333
"13/03/2020","Dept_77",283,295,275,297,330,370
"14/03/2020","Dept_77",304,317,297,319,354,396
"15/03/2020","Dept_77",317,333,311,334,382,424
"16/03/2020","Dept_77",339,360,333,358,405,448
"17/03/2020","Dept_77",360,382,354,379,435,481
"18/03/2020","Dept_77",389,413,376,401,449,497
"19/03/2020","Dept_77",413,441,402,427,468,519
"20/03/2020","Dept_77",442,473,419,445,492,544
"21/03/2020","Dept_77",467,498,444,472,517,572
"22/03/2020","Dept_77",496,529,469,499,538,598
"23/03/2020","Dept_77",530,568,490,521,561,626
"24/03/2020","Dept_77",565,604,503,536,582,650
"25/03/2020","Dept_77",596,638,524,557,601,673
"26/03/2020","Dept_77",628,673,545,579,627,702
"27/03/2020","Dept_77",667,717,565,599,653,730
"28/03/2020","Dept_77",709,761,580,618,691,769
"29/03/2020","Dept_77",749,805,608,648,720,798
"30/03/2020","Dept_77",797,855,627,671,742,824
"31/03/2020","Dept_77",842,911,644,689,758,842
"01/04/2020","Dept_77",903,981,658,703,772,856
"02/04/2020","Dept_77",964,1044,677,723,793,879
"03/04/2020","Dept_77",1020,1105,695,744,815,902
"04/04/2020","Dept_77",1085,1173,710,762,836,926
"05/04/2020","Dept_77",1139,1233,726,778,862,955
"06/04/2020","Dept_77",1199,1295,750,804,878,971
"07/04/2020","Dept_77",1260,1357,763,821,897,996
"08/04/2020","Dept_77",1319,1421,783,845,917,1019
"09/04/2020","Dept_77",1359,1463,796,860,942,1047
"10/04/2020","Dept_77",1402,1509,819,885,969,1075
"11/04/2020","Dept_77",1457,1571,833,901,997,1106
"12/04/2020","Dept_77",1497,1617,851,921,1018,1129
"13/04/2020","Dept_77",1536,1663,872,943,1038,1150
"14/04/2020","Dept_77",1589,1723,890,964,1065,1177
"15/04/2020","Dept_77",1639,1776,913,988,1085,1199
"16/04/2020","Dept_77",1684,1823,932,1011,1111,1228
"17/04/2020","Dept_77",1735,1877,955,1036,1129,1250
"18/04/2020","Dept_77",1778,1925,970,1052,1151,1274
"19/04/2020","Dept_77",1812,1960,990,1072,1174,1299
"20/04/2020","Dept_77",1846,1996,1009,1091,1197,1322
"21/04/2020","Dept_77",1897,2048,1035,1120,1215,1342
"22/04/2020","Dept_77",1933,2085,1052,1139,1229,1358
"23/04/2020","Dept_77",1965,2119,1068,1156,1249,1380
"24/04/2020","Dept_77",1995,2151,1089,1177,1266,1399
"25/04/2020","Dept_77",2022,2179,1109,1201,1287,1424
"26/04/2020","Dept_77",2049,2207,1121,1214,1307,1447
"27/04/2020","Dept_77",2079,2239,1155,1250,1324,1467
"01/03/2020","Dept_78",23,23,20,25,29,33
"02/03/2020","Dept_78",46,47,40,46,54,61
"03/03/2020","Dept_78",67,68,64,73,80,90
"04/03/2020","Dept_78",89,93,84,94,115,128
"05/03/2020","Dept_78",108,114,102,117,142,157
"06/03/2020","Dept_78",133,140,123,140,169,187
"07/03/2020","Dept_78",148,159,142,160,200,223
"08/03/2020","Dept_78",158,169,173,192,229,252
"09/03/2020","Dept_78",187,200,188,207,244,268
"10/03/2020","Dept_78",212,228,206,228,274,301
"11/03/2020","Dept_78",237,254,227,250,294,321
"12/03/2020","Dept_78",255,276,252,277,316,347
"13/03/2020","Dept_78",276,299,260,288,347,381
"14/03/2020","Dept_78",297,324,288,318,371,409
"15/03/2020","Dept_78",326,356,316,348,389,430
"16/03/2020","Dept_78",352,385,343,377,417,463
"17/03/2020","Dept_78",385,421,365,402,443,493
"18/03/2020","Dept_78",421,461,386,425,460,514
"19/03/2020","Dept_78",456,497,408,450,486,542
"20/03/2020","Dept_78",477,520,427,474,509,566
"21/03/2020","Dept_78",508,555,443,491,535,595
"22/03/2020","Dept_78",545,594,464,512,558,620
"23/03/2020","Dept_78",584,638,492,543,576,639
"24/03/2020","Dept_78",621,677,514,567,599,664
"25/03/2020","Dept_78",661,722,532,589,618,687
"26/03/2020","Dept_78",696,763,554,614,637,708
"27/03/2020","Dept_78",736,806,574,637,662,733
"28/03/2020","Dept_78",788,862,597,661,687,761
"29/03/2020","Dept_78",841,919,620,685,705,781
"30/03/2020","Dept_78",894,978,645,711,733,810
"31/03/2020","Dept_78",946,1036,663,733,744,823
"01/04/2020","Dept_78",1006,1098,688,762,767,847
"02/04/2020","Dept_78",1061,1159,714,788,783,865
"03/04/2020","Dept_78",1117,1223,733,807,803,886
"04/04/2020","Dept_78",1176,1289,753,830,827,915
"05/04/2020","Dept_78",1239,1356,782,863,851,939
"06/04/2020","Dept_78",1306,1426,807,889,879,967
"07/04/2020","Dept_78",1365,1494,827,910,906,995
"08/04/2020","Dept_78",1416,1548,844,928,918,1008
"09/04/2020","Dept_78",1466,1602,866,950,943,1034
"10/04/2020","Dept_78",1525,1667,884,970,962,1054
"11/04/2020","Dept_78",1561,1705,904,992,987,1079
"12/04/2020","Dept_78",1613,1761,927,1015,1009,1105
"13/04/2020","Dept_78",1645,1796,946,1036,1032,1130
"14/04/2020","Dept_78",1683,1837,967,1060,1054,1157
"15/04/2020","Dept_78",1724,1886,984,1078,1071,1178
"16/04/2020","Dept_78",1772,1937,999,1094,1090,1198
"17/04/2020","Dept_78",1815,1984,1018,1114,1112,1221
"18/04/2020","Dept_78",1839,2011,1039,1139,1131,1243
"19/04/2020","Dept_78",1873,2049,1063,1163,1162,1278
"20/04/2020","Dept_78",1906,2082,1080,1183,1189,1309
"21/04/2020","Dept_78",1945,2121,1104,1208,1212,1333
"22/04/2020","Dept_78",1975,2152,1123,1230,1238,1362
"23/04/2020","Dept_78",2009,2187,1143,1253,1251,1375
"24/04/2020","Dept_78",2037,2217,1158,1269,1264,1390
"25/04/2020","Dept_78",2053,2233,1181,1295,1286,1413
"26/04/2020","Dept_78",2070,2250,1203,1320,1314,1442
"27/04/2020","Dept_78",2091,2273,1226,1346,1326,1457
"01/03/2020","Dept_79",9,10,8,9,8,12
"02/03/2020","Dept_79",24,28,14,16,18,25
"03/03/2020","Dept_79",34,42,27,30,26,36
"04/03/2020","Dept_79",45,57,35,42,34,49
"05/03/2020","Dept_79",60,74,44,52,47,65
"06/03/2020","Dept_79",66,82,51,61,62,81
"07/03/2020","Dept_79",77,94,57,69,72,93
"08/03/2020","Dept_79",89,106,62,74,82,108
"09/03/2020","Dept_79",98,119,71,83,95,123
"10/03/2020","Dept_79",106,128,77,90,109,141
"11/03/2020","Dept_79",115,138,84,98,120,154
"12/03/2020","Dept_79",129,153,95,110,127,165
"13/03/2020","Dept_79",139,165,101,116,135,176
"14/03/2020","Dept_79",151,178,111,128,144,189
"15/03/2020","Dept_79",162,189,120,139,154,200
"16/03/2020","Dept_79",169,198,122,143,161,208
"17/03/2020","Dept_79",180,210,130,154,169,216
"18/03/2020","Dept_79",192,226,138,162,183,234
"19/03/2020","Dept_79",204,243,144,170,191,242
"20/03/2020","Dept_79",216,256,152,179,202,255
"21/03/2020","Dept_79",229,270,162,192,213,269
"22/03/2020","Dept_79",236,280,172,202,221,280
"23/03/2020","Dept_79",244,290,182,214,228,289
"24/03/2020","Dept_79",252,299,186,218,236,300
"25/03/2020","Dept_79",261,311,194,226,246,313
"26/03/2020","Dept_79",271,323,202,237,252,321
"27/03/2020","Dept_79",278,332,209,245,267,337
"28/03/2020","Dept_79",287,343,218,255,275,347
"29/03/2020","Dept_79",295,353,226,266,285,360
"30/03/2020","Dept_79",302,361,236,280,295,373
"31/03/2020","Dept_79",312,375,253,299,303,385
"01/04/2020","Dept_79",320,385,259,307,311,393
"02/04/2020","Dept_79",330,399,268,317,319,404
"03/04/2020","Dept_79",340,412,277,327,330,417
"04/04/2020","Dept_79",349,422,286,338,340,429
"05/04/2020","Dept_79",353,430,296,351,348,441
"06/04/2020","Dept_79",361,443,302,360,353,447
"07/04/2020","Dept_79",370,453,307,366,359,454
"08/04/2020","Dept_79",378,465,313,372,371,470
"09/04/2020","Dept_79",390,480,316,379,381,482
"10/04/2020","Dept_79",400,491,320,384,388,491
"11/04/2020","Dept_79",408,501,326,391,396,502
"12/04/2020","Dept_79",414,508,334,400,406,514
"13/04/2020","Dept_79",426,521,340,407,416,526
"14/04/2020","Dept_79",444,541,351,422,423,537
"15/04/2020","Dept_79",450,548,357,428,430,548
"16/04/2020","Dept_79",458,557,363,434,440,558
"17/04/2020","Dept_79",461,561,374,447,446,568
"18/04/2020","Dept_79",471,572,381,455,459,583
"19/04/2020","Dept_79",478,579,391,466,470,598
"20/04/2020","Dept_79",489,591,399,477,480,609
"21/04/2020","Dept_79",493,595,410,490,487,618
"22/04/2020","Dept_79",498,601,424,505,495,632
"23/04/2020","Dept_79",505,609,435,521,501,642
"24/04/2020","Dept_79",514,618,440,526,505,648
"25/04/2020","Dept_79",526,631,449,536,515,660
"26/04/2020","Dept_79",533,638,457,545,521,667
"27/04/2020","Dept_79",543,648,465,553,530,677
"01/03/2020","Dept_80",19,19,21,24,16,20
"02/03/2020","Dept_80",35,37,36,41,31,40
"03/03/2020","Dept_80",53,56,49,56,46,56
"04/03/2020","Dept_80",70,73,64,71,61,72
"05/03/2020","Dept_80",82,86,78,86,87,98
"06/03/2020","Dept_80",92,99,95,105,113,126
"07/03/2020","Dept_80",110,119,111,124,130,145
"08/03/2020","Dept_80",127,141,126,142,159,176
"09/03/2020","Dept_80",145,160,136,156,168,188
"10/03/2020","Dept_80",160,179,155,179,186,209
"11/03/2020","Dept_80",178,199,169,195,201,227
"12/03/2020","Dept_80",199,223,178,205,219,247
"13/03/2020","Dept_80",214,241,194,221,234,263
"14/03/2020","Dept_80",239,268,206,234,261,298
"15/03/2020","Dept_80",261,291,221,251,278,317
"16/03/2020","Dept_80",273,305,242,275,297,338
"17/03/2020","Dept_80",295,329,255,289,309,353
"18/03/2020","Dept_80",318,358,272,310,323,371
"19/03/2020","Dept_80",341,383,277,317,343,394
"20/03/2020","Dept_80",359,404,290,332,364,416
"21/03/2020","Dept_80",381,428,309,352,373,429
"22/03/2020","Dept_80",395,444,332,376,388,448
"23/03/2020","Dept_80",413,465,349,395,401,465
"24/03/2020","Dept_80",440,494,366,414,418,485
"25/03/2020","Dept_80",468,525,390,441,441,510
"26/03/2020","Dept_80",491,549,395,447,461,534
"27/03/2020","Dept_80",520,582,418,472,477,553
"28/03/2020","Dept_80",550,617,433,488,496,574
"29/03/2020","Dept_80",568,636,451,508,507,589
"30/03/2020","Dept_80",593,662,465,524,524,607
"31/03/2020","Dept_80",619,693,475,535,539,627
"01/04/2020","Dept_80",637,714,488,550,556,648
"02/04/2020","Dept_80",657,735,502,566,564,657
"03/04/2020","Dept_80",685,766,516,582,580,678
"04/04/2020","Dept_80",714,798,532,600,605,703
"05/04/2020","Dept_80",738,825,548,618,623,723
"06/04/2020","Dept_80",760,850,570,641,643,745
"07/04/2020","Dept_80",787,882,585,663,664,768
"08/04/2020","Dept_80",808,905,611,692,681,787
"09/04/2020","Dept_80",824,923,626,707,695,805
"10/04/2020","Dept_80",841,942,647,731,717,827
"11/04/2020","Dept_80",861,964,664,749,731,842
"12/04/2020","Dept_80",875,980,680,766,742,857
"13/04/2020","Dept_80",891,1000,695,782,753,869
"14/04/2020","Dept_80",910,1019,710,801,769,887
"15/04/2020","Dept_80",931,1041,726,817,789,910
"16/04/2020","Dept_80",944,1054,739,830,805,929
"17/04/2020","Dept_80",964,1075,760,854,814,940
"18/04/2020","Dept_80",977,1088,769,865,823,952
"19/04/2020","Dept_80",989,1100,780,878,841,970
"20/04/2020","Dept_80",1010,1122,796,896,849,982
"21/04/2020","Dept_80",1028,1140,812,914,862,1004
"22/04/2020","Dept_80",1039,1152,820,926,874,1018
"23/04/2020","Dept_80",1058,1171,834,943,895,1041
"24/04/2020","Dept_80",1065,1179,852,965,910,1059
"25/04/2020","Dept_80",1085,1201,865,981,923,1074
"26/04/2020","Dept_80",1096,1213,873,990,938,1090
"27/04/2020","Dept_80",1102,1219,883,1000,948,1101
"01/03/2020","Dept_81",6,8,6,9,7,9
"02/03/2020","Dept_81",14,17,15,21,23,27
"03/03/2020","Dept_81",17,23,22,32,32,38
"04/03/2020","Dept_81",25,34,34,48,46,56
"05/03/2020","Dept_81",34,45,50,65,60,73
"06/03/2020","Dept_81",41,53,56,74,72,87
"07/03/2020","Dept_81",49,61,75,100,91,106
"08/03/2020","Dept_81",58,70,93,121,107,124
"09/03/2020","Dept_81",70,82,104,134,117,134
"10/03/2020","Dept_81",80,92,116,148,127,148
"11/03/2020","Dept_81",84,96,130,168,142,165
"12/03/2020","Dept_81",90,105,139,178,153,179
"13/03/2020","Dept_81",98,114,149,192,167,194
"14/03/2020","Dept_81",109,128,160,205,176,206
"15/03/2020","Dept_81",119,139,168,216,184,215
"16/03/2020","Dept_81",127,149,182,232,192,227
"17/03/2020","Dept_81",136,158,191,246,206,243
"18/03/2020","Dept_81",149,173,201,258,215,255
"19/03/2020","Dept_81",157,184,214,274,219,263
"20/03/2020","Dept_81",173,200,226,288,231,278
"21/03/2020","Dept_81",181,208,238,301,242,292
"22/03/2020","Dept_81",193,222,244,309,257,311
"23/03/2020","Dept_81",210,244,251,317,269,323
"24/03/2020","Dept_81",224,261,263,332,278,337
"25/03/2020","Dept_81",231,271,269,339,290,353
"26/03/2020","Dept_81",237,280,277,347,299,365
"27/03/2020","Dept_81",241,286,290,362,306,374
"28/03/2020","Dept_81",256,304,303,377,320,389
"29/03/2020","Dept_81",264,317,311,388,335,408
"30/03/2020","Dept_81",272,330,323,404,342,416
"31/03/2020","Dept_81",282,345,342,427,355,430
"01/04/2020","Dept_81",293,357,355,442,359,436
"02/04/2020","Dept_81",300,364,361,450,370,449
"03/04/2020","Dept_81",305,372,371,461,378,460
"04/04/2020","Dept_81",316,384,377,467,388,473
"05/04/2020","Dept_81",326,397,387,478,402,491
"06/04/2020","Dept_81",332,408,398,490,417,511
"07/04/2020","Dept_81",341,418,404,500,426,523
"08/04/2020","Dept_81",348,427,408,507,433,531
"09/04/2020","Dept_81",361,441,422,523,444,544
"10/04/2020","Dept_81",377,462,440,542,449,553
"11/04/2020","Dept_81",388,475,451,557,454,559
"12/04/2020","Dept_81",399,487,456,567,461,568
"13/04/2020","Dept_81",408,498,467,579,477,585
"14/04/2020","Dept_81",415,507,479,592,489,599
"15/04/2020","Dept_81",428,522,488,602,503,613
"16/04/2020","Dept_81",443,539,500,615,512,624
"17/04/2020","Dept_81",455,552,511,627,521,635
"18/04/2020","Dept_81",463,561,521,637,534,650
"19/04/2020","Dept_81",475,574,533,651,545,661
"20/04/2020","Dept_81",481,583,542,660,557,675
"21/04/2020","Dept_81",491,595,551,670,573,695
"22/04/2020","Dept_81",495,599,561,681,582,704
"23/04/2020","Dept_81",502,607,567,688,590,712
"24/04/2020","Dept_81",514,620,576,698,597,721
"25/04/2020","Dept_81",526,632,586,712,608,733
"26/04/2020","Dept_81",533,640,592,719,616,743
"27/04/2020","Dept_81",538,645,599,727,633,761
"01/03/2020","Dept_82",4,4,8,8,9,12
"02/03/2020","Dept_82",12,12,16,16,19,24
"03/03/2020","Dept_82",15,17,20,20,26,31
"04/03/2020","Dept_82",20,23,29,33,29,36
"05/03/2020","Dept_82",27,31,35,42,35,43
"06/03/2020","Dept_82",33,40,39,47,44,52
"07/03/2020","Dept_82",36,44,43,54,50,58
"08/03/2020","Dept_82",46,55,50,62,57,66
"09/03/2020","Dept_82",53,62,53,68,65,76
"10/03/2020","Dept_82",55,65,56,73,71,83
"11/03/2020","Dept_82",62,74,63,80,77,89
"12/03/2020","Dept_82",67,79,69,86,84,97
"13/03/2020","Dept_82",70,83,76,95,91,105
"14/03/2020","Dept_82",79,94,82,103,99,113
"15/03/2020","Dept_82",84,100,88,110,104,120
"16/03/2020","Dept_82",91,108,91,113,112,129
"17/03/2020","Dept_82",96,114,95,118,120,139
"18/03/2020","Dept_82",105,126,102,125,128,149
"19/03/2020","Dept_82",112,133,107,130,135,158
"20/03/2020","Dept_82",118,139,115,139,141,165
"21/03/2020","Dept_82",125,148,119,146,150,175
"22/03/2020","Dept_82",131,155,129,156,158,187
"23/03/2020","Dept_82",133,158,136,165,166,198
"24/03/2020","Dept_82",138,165,141,170,172,204
"25/03/2020","Dept_82",144,171,149,180,182,216
"26/03/2020","Dept_82",147,174,152,183,189,224
"27/03/2020","Dept_82",149,177,157,189,199,234
"28/03/2020","Dept_82",154,186,165,199,205,241
"29/03/2020","Dept_82",158,190,171,206,210,248
"30/03/2020","Dept_82",165,197,175,210,218,260
"31/03/2020","Dept_82",168,200,181,217,222,265
"01/04/2020","Dept_82",173,205,189,225,225,269
"02/04/2020","Dept_82",179,213,197,233,230,275
"03/04/2020","Dept_82",185,220,204,242,235,280
"04/04/2020","Dept_82",192,229,211,249,240,287
"05/04/2020","Dept_82",196,236,216,255,244,291
"06/04/2020","Dept_82",203,244,221,262,253,300
"07/04/2020","Dept_82",210,252,229,272,261,309
"08/04/2020","Dept_82",214,258,238,282,269,317
"09/04/2020","Dept_82",215,260,242,288,272,321
"10/04/2020","Dept_82",220,266,249,298,276,325
"11/04/2020","Dept_82",224,270,255,306,283,334
"12/04/2020","Dept_82",231,281,266,319,285,336
"13/04/2020","Dept_82",234,286,274,329,291,343
"14/04/2020","Dept_82",239,294,279,336,301,353
"15/04/2020","Dept_82",246,301,285,342,308,361
"16/04/2020","Dept_82",251,309,290,348,319,373
"17/04/2020","Dept_82",258,316,297,356,322,377
"18/04/2020","Dept_82",261,320,301,361,326,381
"19/04/2020","Dept_82",267,326,308,369,335,390
"20/04/2020","Dept_82",271,330,318,379,346,401
"21/04/2020","Dept_82",279,338,323,386,347,403
"22/04/2020","Dept_82",286,345,330,395,352,408
"23/04/2020","Dept_82",291,351,339,406,357,414
"24/04/2020","Dept_82",298,361,351,418,359,416
"25/04/2020","Dept_82",306,370,358,426,363,420
"26/04/2020","Dept_82",311,375,361,429,368,425
"27/04/2020","Dept_82",320,385,364,433,378,437
"01/03/2020","Dept_83",30,30,35,37,39,40
"02/03/2020","Dept_83",58,59,73,76,78,80
"03/03/2020","Dept_83",77,79,108,111,117,121
"04/03/2020","Dept_83",103,105,132,136,142,147
"05/03/2020","Dept_83",126,129,163,168,171,176
"06/03/2020","Dept_83",152,157,194,200,204,211
"07/03/2020","Dept_83",187,193,227,235,248,257
"08/03/2020","Dept_83",211,217,261,270,279,288
"09/03/2020","Dept_83",247,258,300,312,324,333
"10/03/2020","Dept_83",290,302,331,344,360,370
"11/03/2020","Dept_83",323,336,369,382,392,403
"12/03/2020","Dept_83",364,378,393,406,426,437
"13/03/2020","Dept_83",403,417,423,438,465,478
"14/03/2020","Dept_83",439,453,454,471,494,509
"15/03/2020","Dept_83",468,482,497,518,525,540
"16/03/2020","Dept_83",497,513,530,552,561,578
"17/03/2020","Dept_83",529,545,565,589,588,608
"18/03/2020","Dept_83",553,569,588,613,625,645
"19/03/2020","Dept_83",596,613,618,644,651,672
"20/03/2020","Dept_83",631,650,644,671,675,696
"21/03/2020","Dept_83",667,686,670,700,701,723
"22/03/2020","Dept_83",699,720,695,725,728,750
"23/03/2020","Dept_83",744,766,727,759,760,783
"24/03/2020","Dept_83",769,792,747,781,792,815
"25/03/2020","Dept_83",792,815,780,815,813,837
"26/03/2020","Dept_83",828,853,802,839,832,856
"27/03/2020","Dept_83",866,891,826,865,866,891
"28/03/2020","Dept_83",896,922,855,894,895,922
"29/03/2020","Dept_83",923,950,878,917,929,956
"30/03/2020","Dept_83",968,996,904,943,957,986
"31/03/2020","Dept_83",996,1024,927,967,986,1016
"01/04/2020","Dept_83",1035,1067,957,998,1020,1051
"02/04/2020","Dept_83",1073,1106,989,1035,1052,1083
"03/04/2020","Dept_83",1107,1142,1017,1064,1081,1114
"04/04/2020","Dept_83",1142,1177,1056,1104,1106,1139
"05/04/2020","Dept_83",1180,1217,1080,1129,1132,1167
"06/04/2020","Dept_83",1220,1259,1109,1158,1152,1189
"07/04/2020","Dept_83",1252,1291,1141,1190,1180,1218
"08/04/2020","Dept_83",1283,1322,1173,1223,1205,1244
"09/04/2020","Dept_83",1327,1368,1196,1246,1240,1280
"10/04/2020","Dept_83",1357,1398,1222,1272,1270,1312
"11/04/2020","Dept_83",1403,1444,1249,1301,1296,1338
"12/04/2020","Dept_83",1434,1475,1285,1337,1329,1371
"13/04/2020","Dept_83",1464,1505,1305,1357,1359,1401
"14/04/2020","Dept_83",1495,1536,1331,1383,1388,1432
"15/04/2020","Dept_83",1528,1569,1355,1409,1420,1466
"16/04/2020","Dept_83",1568,1610,1382,1438,1447,1493
"17/04/2020","Dept_83",1602,1645,1407,1463,1482,1528
"18/04/2020","Dept_83",1641,1685,1432,1488,1508,1554
"19/04/2020","Dept_83",1675,1719,1459,1515,1538,1585
"20/04/2020","Dept_83",1695,1741,1484,1541,1571,1619
"21/04/2020","Dept_83",1716,1764,1513,1570,1603,1652
"22/04/2020","Dept_83",1746,1794,1539,1596,1634,1684
"23/04/2020","Dept_83",1785,1834,1571,1628,1652,1704
"24/04/2020","Dept_83",1817,1866,1603,1661,1684,1738
"25/04/2020","Dept_83",1835,1884,1634,1693,1702,1758
"26/04/2020","Dept_83",1864,1914,1667,1726,1725,1782
"27/04/2020","Dept_83",1888,1938,1689,1748,1753,1810
"01/03/2020","Dept_84",23,23,19,19,20,21
"02/03/2020","Dept_84",47,47,41,41,44,45
"03/03/2020","Dept_84",65,65,58,58,71,72
"04/03/2020","Dept_84",92,92,70,71,97,99
"05/03/2020","Dept_84",107,107,88,90,119,121
"06/03/2020","Dept_84",130,130,107,112,132,134
"07/03/2020","Dept_84",140,140,120,127,144,146
"08/03/2020","Dept_84",157,157,138,145,163,165
"09/03/2020","Dept_84",172,172,160,167,178,180
"10/03/2020","Dept_84",192,193,174,182,199,202
"11/03/2020","Dept_84",209,211,189,197,216,219
"12/03/2020","Dept_84",227,230,209,217,230,233
"13/03/2020","Dept_84",246,249,231,239,246,250
"14/03/2020","Dept_84",267,270,248,256,255,259
"15/03/2020","Dept_84",281,284,262,272,279,283
"16/03/2020","Dept_84",300,304,276,287,297,301
"17/03/2020","Dept_84",318,322,287,299,308,313
"18/03/2020","Dept_84",336,340,300,312,329,336
"19/03/2020","Dept_84",353,357,317,329,342,350
"20/03/2020","Dept_84",364,370,339,352,363,371
"21/03/2020","Dept_84",377,384,362,375,381,390
"22/03/2020","Dept_84",391,398,375,388,398,407
"23/03/2020","Dept_84",400,407,394,409,414,423
"24/03/2020","Dept_84",413,420,414,432,425,435
"25/03/2020","Dept_84",428,435,431,450,437,447
"26/03/2020","Dept_84",442,449,444,463,450,460
"27/03/2020","Dept_84",455,462,453,474,461,472
"28/03/2020","Dept_84",473,480,474,496,473,484
"29/03/2020","Dept_84",494,501,490,512,483,494
"30/03/2020","Dept_84",517,525,504,526,501,512
"31/03/2020","Dept_84",544,552,518,540,509,520
"01/04/2020","Dept_84",564,572,534,556,524,536
"02/04/2020","Dept_84",577,587,548,570,537,550
"03/04/2020","Dept_84",603,613,559,582,553,566
"04/04/2020","Dept_84",615,625,577,600,574,587
"05/04/2020","Dept_84",628,638,596,619,584,598
"06/04/2020","Dept_84",639,649,608,632,597,611
"07/04/2020","Dept_84",663,673,619,643,611,625
"08/04/2020","Dept_84",680,690,632,656,625,640
"09/04/2020","Dept_84",692,702,648,672,640,656
"10/04/2020","Dept_84",709,719,669,695,656,673
"11/04/2020","Dept_84",728,738,693,719,669,686
"12/04/2020","Dept_84",748,758,710,736,688,705
"13/04/2020","Dept_84",761,772,725,751,702,719
"14/04/2020","Dept_84",774,785,740,766,710,727
"15/04/2020","Dept_84",798,810,758,784,729,747
"16/04/2020","Dept_84",814,828,773,799,756,776
"17/04/2020","Dept_84",830,844,786,812,766,786
"18/04/2020","Dept_84",854,868,797,824,785,805
"19/04/2020","Dept_84",867,881,815,842,800,821
"20/04/2020","Dept_84",874,889,837,864,812,833
"21/04/2020","Dept_84",883,898,857,885,822,843
"22/04/2020","Dept_84",904,919,871,900,840,861
"23/04/2020","Dept_84",918,934,884,915,852,873
"24/04/2020","Dept_84",930,946,901,934,868,889
"25/04/2020","Dept_84",941,957,916,949,884,906
"26/04/2020","Dept_84",955,971,934,968,899,921
"27/04/2020","Dept_84",961,977,949,983,916,939
"01/03/2020","Dept_85",21,22,17,18,22,26
"02/03/2020","Dept_85",38,40,37,39,34,43
"03/03/2020","Dept_85",50,53,53,56,61,72
"04/03/2020","Dept_85",72,76,72,81,82,95
"05/03/2020","Dept_85",87,92,97,108,100,116
"06/03/2020","Dept_85",103,114,116,130,122,139
"07/03/2020","Dept_85",118,132,131,146,139,157
"08/03/2020","Dept_85",133,149,147,165,157,176
"09/03/2020","Dept_85",147,166,162,183,177,199
"10/03/2020","Dept_85",162,182,176,199,196,221
"11/03/2020","Dept_85",180,202,189,213,219,248
"12/03/2020","Dept_85",197,221,208,234,244,275
"13/03/2020","Dept_85",212,237,220,249,269,303
"14/03/2020","Dept_85",236,262,237,267,280,322
"15/03/2020","Dept_85",254,281,251,285,300,342
"16/03/2020","Dept_85",281,310,269,306,310,355
"17/03/2020","Dept_85",295,326,282,322,323,371
"18/03/2020","Dept_85",314,346,296,337,353,402
"19/03/2020","Dept_85",337,370,309,354,381,432
"20/03/2020","Dept_85",350,385,325,374,395,448
"21/03/2020","Dept_85",370,407,338,387,413,468
"22/03/2020","Dept_85",390,429,350,403,432,487
"23/03/2020","Dept_85",412,454,360,415,449,505
"24/03/2020","Dept_85",423,468,377,433,473,531
"25/03/2020","Dept_85",447,495,388,449,495,555
"26/03/2020","Dept_85",466,515,406,469,518,581
"27/03/2020","Dept_85",477,528,425,490,531,596
"28/03/2020","Dept_85",497,551,444,512,542,609
"29/03/2020","Dept_85",519,574,464,536,554,627
"30/03/2020","Dept_85",544,600,484,558,577,654
"31/03/2020","Dept_85",562,620,503,578,591,672
"01/04/2020","Dept_85",575,642,523,599,611,692
"02/04/2020","Dept_85",599,668,543,622,623,706
"03/04/2020","Dept_85",612,683,556,635,640,726
"04/04/2020","Dept_85",636,709,566,645,654,745
"05/04/2020","Dept_85",657,733,576,655,664,757
"06/04/2020","Dept_85",674,756,592,672,676,771
"07/04/2020","Dept_85",694,778,608,688,700,796
"08/04/2020","Dept_85",712,796,634,714,717,816
"09/04/2020","Dept_85",726,811,648,730,734,836
"10/04/2020","Dept_85",742,827,661,747,754,859
"11/04/2020","Dept_85",755,843,681,768,763,870
"12/04/2020","Dept_85",780,869,695,784,782,890
"13/04/2020","Dept_85",799,891,715,804,794,902
"14/04/2020","Dept_85",813,908,726,816,804,914
"15/04/2020","Dept_85",832,928,740,836,830,945
"16/04/2020","Dept_85",848,947,762,858,849,968
"17/04/2020","Dept_85",862,965,779,875,870,990
"18/04/2020","Dept_85",877,982,794,892,885,1008
"19/04/2020","Dept_85",891,997,811,912,903,1026
"20/04/2020","Dept_85",915,1023,830,931,928,1053
"21/04/2020","Dept_85",933,1043,841,943,950,1077
"22/04/2020","Dept_85",949,1059,854,956,962,1091
"23/04/2020","Dept_85",970,1085,867,972,979,1108
"24/04/2020","Dept_85",984,1099,883,989,993,1124
"25/04/2020","Dept_85",1000,1116,904,1015,1010,1144
